"","X","SUBJECT_ID","ADULT_CHILD","AGE_in_years","age_c","GENDER","GENDER_1female","fieldid","FIELDSITE","berlin","laplata","phoenix","pune","shuar","wiichi","tanna","T1_ad_choice_1yes","T5_ad_choice_1yes"
"191",853,"Noe-2017-10-01-11-06","adult",38.69,0.188460387632526,"FEMALE",1,2,"laplata",0,1,0,0,0,0,0,0,0
"192",854,"Noe-2017-10-01-15-10","adult",30.85,-0.348404708306899,"FEMALE",1,2,"laplata",0,1,0,0,0,0,0,1,1
"193",967,"Iris-2017-09-06-19-22","adult",57.69,1.48953651299593,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"194",968,"Iris-2017-09-18-22-59","adult",41.68,0.393208683150241,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"195",969,"Iris-2017-09-19-13-02","adult",59.15,1.58951394157649,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"196",970,"Iris-2017-09-19-14-20","adult",70.44,2.36262707080558,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"197",971,"Suheyla-2017-09-18-19-33","adult",50.11,0.970475616666741,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,0
"198",972,"Suheyla-2017-09-18-20-00","adult",71.1,2.40782234673926,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"199",973,"Suheyla-2017-09-19-15-09","adult",35.91,-0.00190759281538251,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"200",974,"Suheyla-2017-09-21-14-19","adult",25.19,-0.735988438283576,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,0
"201",975,"Suheyla-2017-09-21-14-50","adult",25.56,-0.710651692684394,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,0
"202",976,"Suheyla-2017-10-04-10-20","adult",35.86,-0.00533147735581232,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"203",977,"Suheyla-2017-10-04-10-57","adult",22.37,-0.929095526363829,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"204",978,"Suheyla-2017-10-08-13-52","adult",39.8,0.264470624430072,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"205",979,"Suheyla-2017-10-08-13-27","adult",36.5,0.0384942447616918,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"206",980,"Suheyla-2017-10-06-16-16","adult",33.68,-0.154612843318561,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"207",981,"Iris-2017-09-21-18-04","adult",23.77,-0.833226759231789,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"208",982,"Iris-2017-09-26-16-27","adult",32.57,-0.230623080116107,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"209",983,"Iris-2017-10-05-16-15","adult",20.93,-1.02770340112821,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"210",984,"Iris-2017-10-06-13-57","adult",60.37,1.67305672436298,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"211",985,"Iris-2017-10-06-14-37","adult",37.04,0.0754721977983359,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"212",986,"Iris-2017-10-11-14-12","adult",52.62,1.14235462059633,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"213",987,"Iris-2017-10-11-14-54","adult",48.13,0.834889788865712,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"214",988,"Iris-2017-10-18-14-05","adult",27.78,-0.558631219089302,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"215",989,"Iris-2017-10-18-18-09","adult",51.76,1.08346380650093,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
"216",990,"Suheyla-2017-10-19-09-45","adult",27.33,-0.589446179953172,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"217",991,"Suheyla-2017-10-18-14-25","adult",22.75,-0.903074003856561,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"218",992,"Suheyla-2017-10-19-11-01","adult",27.61,-0.570272426526764,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"219",993,"Suheyla-2017-10-17-11-00","adult",52.38,1.12591997480226,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"220",994,"Suheyla-2017-10-17-10-34","adult",26.83,-0.623685025357472,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"221",995,"Suheyla-2017-09-19-13-59","adult",66.36,2.08323809230649,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"222",996,"Iris-2017-10-19-15-44","adult",29.82,-0.418936729839757,"MALE",0,1,"berlin",1,0,0,0,0,0,0,1,1
"223",997,"Iris-2017-10-19-16-02","adult",19.52,-1.12425694516834,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,0
"224",998,"Iris-2017-10-19-19-42","adult",24.32,-0.795564029287059,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,1,1
