"","X","SUBJECT_ID","ADULT_CHILD","AGE_in_years","age_c","GENDER","GENDER_1female","fieldid","FIELDSITE","berlin","laplata","phoenix","pune","shuar","wiichi","tanna","hadza","T1_ad_choice_1yes"
"192",833,"Noe-2017-09-19-08-51","adult",37.04,0.0933669522246076,"MALE",0,2,"laplata",0,1,0,0,0,0,0,0,0
"193",834,"Noe-2017-09-19-10-02","adult",36.52,0.0575459410997222,"MALE",0,2,"laplata",0,1,0,0,0,0,0,0,0
"194",835,"Noe-2017-09-20-09-39","adult",69.6,2.3363133411213,"MALE",0,2,"laplata",0,1,0,0,0,0,0,0,1
"195",851,"Noe-2017-10-01-09-21","adult",34.39,-0.0891824313925982,"MALE",0,2,"laplata",0,1,0,0,0,0,0,0,1
"196",852,"Noe-2017-10-01-10-05","adult",37.48,0.123677038561049,"MALE",0,2,"laplata",0,1,0,0,0,0,0,0,1
"197",853,"Noe-2017-10-01-11-06","adult",38.69,0.207029775986264,"FEMALE",1,2,"laplata",0,1,0,0,0,0,0,0,0
"198",854,"Noe-2017-10-01-15-10","adult",30.85,-0.333040853281243,"FEMALE",1,2,"laplata",0,1,0,0,0,0,0,0,1
"199",967,"Iris-2017-09-06-19-22","adult",57.69,1.5158744132417,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"200",968,"Iris-2017-09-18-22-59","adult",41.68,0.413000589954357,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"201",969,"Iris-2017-09-19-13-02","adult",59.15,1.6164487906308,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"202",970,"Iris-2017-09-19-14-20","adult",70.44,2.39417805139996,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"203",971,"Suheyla-2017-09-18-19-33","adult",50.11,0.993714289536638,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"204",972,"Suheyla-2017-09-18-20-00","adult",71.1,2.43964318090462,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"205",973,"Suheyla-2017-09-19-15-09","adult",35.91,0.0155251395878366,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"206",974,"Suheyla-2017-09-21-14-19","adult",25.19,-0.722938782063652,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,0
"207",975,"Suheyla-2017-09-21-14-50","adult",25.56,-0.697450754917099,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,0
"208",976,"Suheyla-2017-10-04-10-20","adult",35.86,0.0120808115950594,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"209",977,"Suheyla-2017-10-04-10-57","adult",22.37,-0.917198880856302,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"210",978,"Suheyla-2017-10-08-13-52","adult",39.8,0.283493857425924,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"211",979,"Suheyla-2017-10-08-13-27","adult",36.5,0.056168209902611,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"212",980,"Suheyla-2017-10-06-16-16","adult",33.68,-0.138091888890038,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"213",981,"Iris-2017-09-21-18-04","adult",23.77,-0.820757697058533,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"214",982,"Iris-2017-09-26-16-27","adult",32.57,-0.214555970329698,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"215",983,"Iris-2017-10-05-16-15","adult",20.93,-1.01639552704829,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"216",984,"Iris-2017-10-06-13-57","adult",60.37,1.70049039365457,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"217",985,"Iris-2017-10-06-14-37","adult",37.04,0.0933669522246076,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"218",986,"Iris-2017-10-11-14-12","adult",52.62,1.16661955477407,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"219",987,"Iris-2017-10-11-14-54","adult",48.13,0.857318901022651,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,0
"220",988,"Iris-2017-10-18-14-05","adult",27.78,-0.54452259203778,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"221",989,"Iris-2017-10-18-18-09","adult",51.76,1.10737711329829,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"222",990,"Suheyla-2017-10-19-09-45","adult",27.33,-0.575521543972777,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"223",991,"Suheyla-2017-10-18-14-25","adult",22.75,-0.891021988111193,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"224",992,"Suheyla-2017-10-19-11-01","adult",27.61,-0.556233307213223,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"225",993,"Suheyla-2017-10-17-11-00","adult",52.38,1.15008678040874,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,0
"226",994,"Suheyla-2017-10-17-10-34","adult",26.83,-0.609964823900552,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,0
"227",995,"Suheyla-2017-09-19-13-59","adult",66.36,2.11312088718932,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,0
"228",996,"Iris-2017-10-19-15-44","adult",29.82,-0.403994009932459,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,1
"229",997,"Iris-2017-10-19-16-02","adult",19.52,-1.11352557644462,"MALE",0,1,"berlin",1,0,0,0,0,0,0,0,0
"230",998,"Iris-2017-10-19-19-42","adult",24.32,-0.78287008913798,"FEMALE",1,1,"berlin",1,0,0,0,0,0,0,0,1
"231",1126,"Sheina-01-01-14","adult",18,-1.21823314742505,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"232",2100,"Sheina-01-01-31","adult",19,-1.1493465875695,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"233",3100,"Sheina-01-01-59","adult",19,-1.1493465875695,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"234",4100,"Sheina-01-01-08","adult",20,-1.08046002771395,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"235",5100,"Sheina-01-01-17","adult",20,-1.08046002771395,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"236",6100,"Sheina-01-01-23","adult",20,-1.08046002771395,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,1
"237",7100,"Sheina-01-01-25","adult",20,-1.08046002771395,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,1
"238",8100,"Sheina-01-01-33","adult",20,-1.08046002771395,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,1
"239",9100,"Sheina-01-01-35","adult",20,-1.08046002771395,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"240",10100,"Sheina-01-01-36","adult",20,-1.08046002771395,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"241",1127,"Sheina-01-01-41","adult",25,-0.736027228436207,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"242",1210,"Sheina-01-01-58","adult",30,-0.39159442915846,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"243",1310,"Sheina-01-01-60","adult",30,-0.39159442915846,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"244",1410,"Sheina-01-01-11","adult",40,0.297271169397034,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"245",1510,"Sheina-01-01-24","adult",40,0.297271169397034,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"246",1610,"Sheina-01-01-27","adult",40,0.297271169397034,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"247",1710,"Sheina-01-01-29","adult",40,0.297271169397034,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"248",1810,"Sheina-01-01-37","adult",40,0.297271169397034,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"249",1910,"Sheina-01-01-30","adult",45,0.641703968674781,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,1
"250",2010,"Sheina-01-01-32","adult",45,0.641703968674781,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"251",2110,"Sheina-01-01-26","adult",50,0.986136767952528,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"252",2210,"Sheina-01-01-28","adult",50,0.986136767952528,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,0
"253",2310,"Sheina-01-01-34","adult",60,1.67500236650802,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"254",2410,"Sheina-01-01-56","adult",60,1.67500236650802,"Male",0,8,"hadza",0,0,0,0,0,0,0,1,0
"255",2510,"Sheina-01-01-57","adult",60,1.67500236650802,"Female",1,8,"hadza",0,0,0,0,0,0,0,1,1
