"","X","SUBJECT_ID","AGE_in_years","age_c","age_2c","age_3c","GENDER_1female","fieldid","FIELDSITE","berlin","laplata","phoenix","pune","shuar","wiichi","tanna","hadza","T1_choice_1yes"
"166",566,"Noe-2017-06-07-11-46",5.64,-1.34690494393736,1.81415292800289,-2.44349154778552,0,2,"laplata",0,1,0,0,0,0,0,0,1
"167",568,"Noe-2017-06-08-14-08",8.31,-0.349007945486606,0.121806546012782,-0.0425114523707408,0,2,"laplata",0,1,0,0,0,0,0,0,0
"168",569,"Noe-2017-06-08-14-40",5.97,-1.22356935985917,1.49712197838619,-1.83183258072508,1,2,"laplata",0,1,0,0,0,0,0,0,0
"169",594,"Carla-2017-06-09-09-36",8.69,-0.206985151699609,0.0428428530241101,-0.00886783443243947,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"170",596,"Carla-2017-06-09-10-43",8.73,-0.192035383932556,0.0368775886821242,-0.00708180190107861,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"171",597,"Carla-2017-06-09-11-30",9.02,-0.0836495676214264,0.00699725016325158,-0.00058531695069495,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"172",598,"Carla-2017-06-09-12-02",8.77,-0.177085616165504,0.0313593154527162,-0.00555328369947266,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"173",599,"Carla-2017-06-09-14-22",9.09,-0.0574874740290845,0.00330480967024467,-0.000189985160089258,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"174",602,"Carla-2017-06-12-10-21",8.46,-0.29294631636016,0.0858175442689868,-0.0251399334726746,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"175",612,"Carla-2017-06-13-13-53",11.23,0.74232510150822,0.551046556329189,0.40905569086282,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"176",613,"Carla-2017-06-13-14-16",11.56,0.865660685586402,0.74936842256992,0.648698782438678,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"177",614,"Carla-2017-06-13-14-44",10.96,0.641414169080616,0.411412136297377,0.263885573552864,0,6,"wiichi",0,0,0,0,0,1,0,0,1
"178",615,"Carla-2017-06-14-09-13",11.18,0.723637891799404,0.523651798447886,0.378934283465795,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"179",616,"Carla-2017-06-14-09-46",10.44,0.447067188108934,0.199869070683629,0.089354903420476,0,6,"wiichi",0,0,0,0,0,1,0,0,1
"180",617,"Carla-2017-06-14-10-08",11.98,1.02263324714045,1.04577875815703,1.06944812724463,0,6,"wiichi",0,0,0,0,0,1,0,0,1
"181",618,"Carla-2017-06-14-10-29",10.48,0.462016955875987,0.213459667516914,0.0986219857884649,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"182",626,"Carla-2017-06-15-11-23",8.9,-0.128498870922583,0.0165119598283787,-0.00212176819466572,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"183",627,"Carla-2017-06-15-12-00",8.56,-0.255571896942529,0.0653169945068026,-0.0166931881886883,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"184",632,"Carla-2017-06-16-14-22",12.45,1.19829301840332,1.43590615795414,1.72063632415877,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"185",634,"Julia-2017-06-12-09-35",9.83,0.219083229661385,0.0479974615188633,0.0105154388851006,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"186",646,"Julia-2017-06-14-10-46",10.6,0.506866259177144,0.256913404692232,0.130220736368815,1,6,"wiichi",0,0,0,0,0,1,0,0,1
"187",647,"Julia-2017-06-14-11-15",10.56,0.491916491410092,0.241981834521215,0.119034855022654,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"188",653,"Noe-2017-06-14-09-27",10.42,0.439592304225408,0.193241393934204,0.0849474296312666,1,2,"laplata",0,1,0,0,0,0,0,0,1
"189",658,"Noe-2017-06-21-08-57",10.34,0.409692768691303,0.167848164717946,0.0687661793230492,1,2,"laplata",0,1,0,0,0,0,0,0,0
"190",662,"Noe-2017-06-21-11-24",7.13,-0.790026094614653,0.62414123017208,-0.493087858560834,1,2,"laplata",0,1,0,0,0,0,0,0,0
"191",663,"Carla-2017-06-19-09-11",12.66,1.27677929918034,1.63016537881545,2.08136140991205,1,6,"wiichi",0,0,0,0,0,1,0,0,1
"192",664,"Carla-2017-06-19-09-44",12.95,1.38516511549147,1.91868239717451,2.65769192427368,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"193",665,"Carla-2017-06-19-10-13",12.91,1.37021534772442,1.87749009913956,2.57256574904167,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"194",666,"Carla-2017-06-19-10-47",12.67,1.28051674112211,1.63972312429398,2.09969291146349,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"195",667,"Carla-2017-06-19-11-15",13.47,1.57951209646316,2.49485846287343,3.94065912107206,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"196",670,"Carla-2017-06-22-10-24",12.69,1.28799162500563,1.65892242608465,2.13667819133106,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"197",672,"Carla-2017-06-22-11-16",12.78,1.3216286024815,1.7467021628972,2.30849153850125,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"198",673,"Carla-2017-06-22-11-35",12.12,1.07495743432514,1.15553348561088,1.24214931096905,1,6,"wiichi",0,0,0,0,0,1,0,0,0
"199",674,"Carla-2017-06-22-12-01",13.01,1.40758976714205,1.98130895256302,2.78887020717464,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"200",675,"Carla-2017-06-22-12-23",12.23,1.11606929568453,1.24561067276976,1.39018782625528,0,6,"wiichi",0,0,0,0,0,1,0,0,0
"201",686,"Noe-2017-06-27-14-11",11.14,0.708688124032352,0.502238857144494,0.355930713485884,0,2,"laplata",0,1,0,0,0,0,0,0,1
"202",688,"Noe-2017-06-27-15-03",6.73,-0.939523772285177,0.882704918688969,-0.82932225502134,1,2,"laplata",0,1,0,0,0,0,0,0,0
"203",689,"Noe-2017-06-27-15-35",9.53,0.106959971408492,0.0114404354837054,0.00122366865223783,1,2,"laplata",0,1,0,0,0,0,0,0,0
"204",732,"Noe-2017-07-12-13-44",12.28,1.13475650539335,1.28767232653252,1.46119454934776,1,2,"laplata",0,1,0,0,0,0,0,0,1
"205",733,"Noe-2017-07-12-14-17",12.17,1.09364464403395,1.19605860742415,1.30806308996013,0,2,"laplata",0,1,0,0,0,0,0,0,1
"206",734,"Noe-2017-07-12-14-48",12.24,1.11980673762629,1.25396712963324,1.40420084052521,1,2,"laplata",0,1,0,0,0,0,0,0,1
"207",735,"Noe-2017-07-12-15-07",12.56,1.23940487976271,1.53612445597962,1.90388014666399,0,2,"laplata",0,1,0,0,0,0,0,0,1
"208",741,"Noe-2017-08-01-14-23",8.58,-0.248097013059003,0.061552127888799,-0.0152708990766368,0,2,"laplata",0,1,0,0,0,0,0,0,0
"209",742,"Noe-2017-08-01-14-45",8.15,-0.408807016554816,0.16712317678445,-0.068321127298414,1,2,"laplata",0,1,0,0,0,0,0,0,0
"210",744,"Noe-2017-08-02-13-42",12.9,1.36647790578266,1.86726186699216,2.55157208555526,0,2,"laplata",0,1,0,0,0,0,0,0,1
"211",745,"Noe-2017-08-02-14-00",12.62,1.26182953141329,1.59221376634669,2.00910235069903,1,2,"laplata",0,1,0,0,0,0,0,0,1
"212",746,"Noe-2017-08-02-14-30",12.9,1.36647790578266,1.86726186699216,2.55157208555526,0,2,"laplata",0,1,0,0,0,0,0,0,0
"213",747,"Noe-2017-08-02-14-48",13.01,1.40758976714205,1.98130895256302,2.78887020717464,1,2,"laplata",0,1,0,0,0,0,0,0,0
"214",753,"Noe-2017-08-08-13-43",8.91,-0.12476142898082,0.0155654141613363,-0.00194196331344661,0,2,"laplata",0,1,0,0,0,0,0,0,0
"215",754,"Noe-2017-08-08-14-19",8.91,-0.12476142898082,0.0155654141613363,-0.00194196331344661,0,2,"laplata",0,1,0,0,0,0,0,0,0
"216",766,"Noe-2017-08-21-11-15",12.79,1.32536604442326,1.75659515171017,2.32813156787519,1,2,"laplata",0,1,0,0,0,0,0,0,0
"217",769,"Noe-2017-08-22-13-50",12.04,1.04505789879103,1.09214601182552,1.14135581629139,0,2,"laplata",0,1,0,0,0,0,0,0,1
"218",770,"Noe-2017-08-22-14-13",10.28,0.387268117040725,0.149976594476268,0.0580811533430048,0,2,"laplata",0,1,0,0,0,0,0,0,1
"219",772,"Noe-2017-08-22-14-44",10.67,0.533028352769486,0.284119224856151,0.151443602415218,1,2,"laplata",0,1,0,0,0,0,0,0,0
"220",774,"Noe-2017-08-23-13-46",12.37,1.16839348286921,1.36514333081125,1.59502457090224,0,2,"laplata",0,1,0,0,0,0,0,0,0
"221",776,"Noe-2017-08-23-14-47",13.86,1.72527233219192,2.97656462022693,5.13538458425886,0,2,"laplata",0,1,0,0,0,0,0,0,1
"222",782,"Noe-2017-08-28-11-42",7.23,-0.752651675197022,0.566484544176883,-0.426365541147952,1,2,"laplata",0,1,0,0,0,0,0,0,0
"223",783,"Noe-2017-08-29-11-36",7.96,-0.479818413448315,0.230225709884058,-0.110466534851581,1,2,"laplata",0,1,0,0,0,0,0,0,0
"224",788,"Noe-2017-08-29-15-11",6.56,-1.00306028529515,1.00612993593639,-1.00920898058434,0,2,"laplata",0,1,0,0,0,0,0,0,0
"225",794,"Noe-2017-08-30-14-14",13.07,1.43001441879263,2.04494123795483,2.92429545585905,0,2,"laplata",0,1,0,0,0,0,0,0,0
"226",804,"Noe-2017-09-04-14-25",10.28,0.387268117040725,0.149976594476268,0.0580811533430048,1,2,"laplata",0,1,0,0,0,0,0,0,0
"227",805,"Noe-2017-09-04-14-39",10.58,0.499391375293618,0.249391745717651,0.124544086880814,0,2,"laplata",0,1,0,0,0,0,0,0,0
"228",808,"Noe-2017-09-04-15-32",11.79,0.951621850246953,0.905584145867435,0.861773660444675,0,2,"laplata",0,1,0,0,0,0,0,0,0
"229",809,"Noe-2017-09-05-13-35",10.72,0.551715562478302,0.304390061880749,0.167936734203342,0,2,"laplata",0,1,0,0,0,0,0,0,0
"230",811,"Noe-2017-09-05-14-29",8,-0.464868645681263,0.216102857737531,-0.100459442804297,0,2,"laplata",0,1,0,0,0,0,0,0,0
"231",813,"Noe-2017-09-06-09-04",8.58,-0.248097013059003,0.061552127888799,-0.0152708990766368,1,2,"laplata",0,1,0,0,0,0,0,0,0
"232",814,"Noe-2017-09-06-09-30",10.7,0.544240678594775,0.296197916237301,0.161202954931347,1,2,"laplata",0,1,0,0,0,0,0,0,0
"233",816,"Noe-2017-09-06-09-51",8.16,-0.405069574613053,0.1640813602772,-0.0664643668094164,1,2,"laplata",0,1,0,0,0,0,0,0,0
"234",818,"Noe-2017-09-06-10-53",12.02,1.0375830149075,1.07657851282455,1.11703957912113,1,2,"laplata",0,1,0,0,0,0,0,0,1
"235",830,"Noe-2017-09-11-16-36",11.63,0.891822779178744,0.795347869462099,0.709309347357582,0,2,"laplata",0,1,0,0,0,0,0,0,1
"236",839,"Noe-2017-09-20-10-30",5.98,-1.21983191791741,1.48798990797007,-1.81509758328088,1,2,"laplata",0,1,0,0,0,0,0,0,0
"237",844,"Noe-2017-09-20-11-26",5.2,-1.51135238937493,2.28418604486932,-3.45221003669012,0,2,"laplata",0,1,0,0,0,0,0,0,0
"238",845,"Noe-2017-09-20-12-59",5.06,-1.56367657655962,2.4450844360812,-3.82332126041065,0,2,"laplata",0,1,0,0,0,0,0,0,0
"239",847,"Noe-2017-09-20-13-21",5.94,-1.23478168568446,1.52468581130176,-1.88265411621837,0,2,"laplata",0,1,0,0,0,0,0,0,0
"240",855,"Iris-2017-03-20-11-42",4.88,-1.63095053151135,2.65999963623716,-4.338327820541,1,1,"berlin",1,0,0,0,0,0,0,0,0
"241",856,"Iris-2017-03-21-10-19",4.21,-1.88135914160948,3.53951221971756,-6.65909367140408,1,1,"berlin",1,0,0,0,0,0,0,0,0
"242",860,"Silvan-2017-03-22-10-16",5.68,-1.3319551761703,1.77410459132686,-2.36302779348531,1,1,"berlin",1,0,0,0,0,0,0,0,0
"243",861,"Silvan-2017-03-23-14-23",5.17,-1.52256471520022,2.31820331197273,-3.52961456546997,0,1,"berlin",1,0,0,0,0,0,0,0,0
"244",865,"Suheyla-2017-03-21-15-09",5.01,-1.58236378626843,2.50387515209376,-3.96204136601053,1,1,"berlin",1,0,0,0,0,0,0,0,1
"245",868,"Suheyla-2017-03-22-13-48",5.38,-1.4440784344232,2.08536252476615,-3.0114270499691,0,1,"berlin",1,0,0,0,0,0,0,0,0
"246",869,"Iris-2017-03-22-13-28",6.15,-1.15629540490744,1.33701906341005,-1.54598899929469,1,1,"berlin",1,0,0,0,0,0,0,0,0
"247",871,"Iris-2017-03-22-16-16",4.57,-1.74681123170601,3.05134947921426,-5.33013154215174,0,1,"berlin",1,0,0,0,0,0,0,0,0
"248",877,"Suheyla-2017-03-24-10-11",4.61,-1.73186146393895,2.99934413027678,-5.19444851631786,0,1,"berlin",1,0,0,0,0,0,0,0,0
"249",881,"Suheyla-2017-04-05-14-19",6.71,-0.946998656168703,0.89680645478533,-0.849274507525126,0,1,"berlin",1,0,0,0,0,0,0,0,0
"250",882,"Suheyla-2017-04-05-14-47",6.82,-0.905886794809309,0.820630885009883,-0.74339868214313,1,1,"berlin",1,0,0,0,0,0,0,0,0
"251",888,"Suheyla-2017-04-10-12-26",9.71,0.174233926360228,0.0303574610949015,0.00528929964089256,1,1,"berlin",1,0,0,0,0,0,0,0,0
"252",894,"Iris-2017-04-03-14-43",8.97,-0.102336777330241,0.0104728159943394,-0.00107175423843331,1,1,"berlin",1,0,0,0,0,0,0,0,0
"253",897,"Iris-2017-04-05-15-36",7.01,-0.83487539791581,0.697016930045082,-0.581922286825445,0,1,"berlin",1,0,0,0,0,0,0,0,0
"254",898,"Iris-2017-04-05-15-09",6.82,-0.905886794809309,0.820630885009883,-0.74339868214313,1,1,"berlin",1,0,0,0,0,0,0,0,1
"255",906,"Suheyla-2017-05-22-14-44",6.99,-0.842350281799336,0.709553997247421,-0.597693009533211,0,1,"berlin",1,0,0,0,0,0,0,0,1
"256",910,"Suheyla-2017-05-16-15-04",10.16,0.342418813739568,0.117250644002813,0.0401488264296435,1,1,"berlin",1,0,0,0,0,0,0,0,0
"257",913,"Suheyla-2017-05-16-13-05",7.67,-0.588204229759445,0.345984215906902,-0.203509379226445,0,1,"berlin",1,0,0,0,0,0,0,0,1
"258",915,"Iris-2017-05-08-14-20",9.28,0.0135239228644143,0.000182896489642627,2.47347801809903e-06,1,1,"berlin",1,0,0,0,0,0,0,0,0
"259",920,"Iris-2017-05-10-15-09",6.75,-0.932048888401651,0.868715130370753,-0.809684971599755,1,1,"berlin",1,0,0,0,0,0,0,0,0
"260",921,"Iris-2017-05-10-15-45",6.8,-0.913361678692835,0.834229556104594,-0.761953307778871,0,1,"berlin",1,0,0,0,0,0,0,0,0
"261",924,"Iris-2017-05-11-13-04",9.31,0.024736248689704,0.000611881999238883,1.51356653019263e-05,0,1,"berlin",1,0,0,0,0,0,0,0,1
"262",927,"Iris-2017-05-11-15-55",6.97,-0.849825165682863,0.722202812227905,-0.613746124558209,1,1,"berlin",1,0,0,0,0,0,0,0,0
"263",930,"Iris-2017-05-18-12-48",7.35,-0.707802371895865,0.500984197661412,-0.354597803387094,0,1,"berlin",1,0,0,0,0,0,0,0,0
"264",933,"Iris-2017-05-22-12-49",8.34,-0.337795619661317,0.114105880662373,-0.0385444666653467,0,1,"berlin",1,0,0,0,0,0,0,0,0
"265",938,"Iris-2017-05-22-15-36",8.42,-0.307896084127212,0.0947999986208715,-0.0291885483506315,1,1,"berlin",1,0,0,0,0,0,0,0,0
"266",944,"Suheyla-2017-05-10-13-14",7.8,-0.539617484516525,0.291187029595942,-0.157129612434401,0,1,"berlin",1,0,0,0,0,0,0,0,0
"267",952,"Suheyla-2017-05-09-13-00",9.96,0.267669974904306,0.0716472154652717,0.0191778083655527,0,1,"berlin",1,0,0,0,0,0,0,0,0
"268",954,"Suheyla-2017-05-08-14-20",7.65,-0.595679113642971,0.354833606430476,-0.211366968169245,1,1,"berlin",1,0,0,0,0,0,0,0,1
"269",956,"Suheyla-2017-05-08-15-29",8.34,-0.337795619661317,0.114105880662373,-0.0385444666653467,1,1,"berlin",1,0,0,0,0,0,0,0,0
"270",961,"Suheyla-2017-05-23-13-19",9.49,0.0920102036414398,0.00846587757413922,0.000778947119600048,1,1,"berlin",1,0,0,0,0,0,0,0,1
"271",965,"Suheyla-2017-05-16-12-26",8.11,-0.423756784321869,0.179569812258811,-0.0760939262040754,0,1,"berlin",1,0,0,0,0,0,0,0,0
"272",966,"Suheyla-2017-05-16-11-59",8.08,-0.434969110147158,0.18919812678221,-0.0822953408479672,1,1,"berlin",1,0,0,0,0,0,0,0,1
"273",999,"Bailey-2016-11-10-09-59",4.02,-1.95237053850298,3.81175071961441,-7.4419498050927,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"274",1000,"Bailey-2016-11-10-11-01",7.27,-0.73770190742997,0.544204104225815,-0.401460405718602,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"275",1001,"Bailey-2016-11-10-11-25",4.61,-1.73186146393895,2.99934413027678,-5.19444851631786,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"276",1002,"Bailey-2016-11-12-13-16",6.39,-1.06659679830512,1.13762873015474,-1.21339116124297,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"277",1003,"Bailey-2016-11-12-13-44",4.48,-1.78044820918188,3.16999582557895,-5.64401339076606,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"278",1005,"Bailey-2016-11-12-15-29",9.3,0.020998806747941,0.000440949884837372,9.2594214172268e-06,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"279",1006,"Bailey-2016-11-12-15-46",8.15,-0.408807016554816,0.16712317678445,-0.068321127298414,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"280",1007,"Bailey-2016-11-13-13-24",9,-0.0911244515049524,0.00830366566207842,-0.000756666978937404,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"281",1008,"Bailey-2016-11-13-13-59",8.58,-0.248097013059003,0.061552127888799,-0.0152708990766368,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"282",1009,"Bailey-2016-11-13-14-23",11.13,0.704950682090589,0.496955464179987,0.350329093442327,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"283",1010,"Bailey-2016-11-13-15-14",6.3,-1.10023377578099,1.2105143613693,-1.33184878644645,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"284",1011,"Bailey-2016-11-13-15-44",5.73,-1.31326796646149,1.72467275173389,-2.2649574774811,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"285",1012,"Bailey-2016-11-15-10-55",4.12,-1.91499611908535,3.66721013611194,-7.02269317852481,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"286",1013,"Bailey-2016-11-15-11-39",8.62,-0.233147245291951,0.054357637987225,-0.0126733335572986,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"287",1014,"Bailey-2016-11-17-09-36",4.82,-1.65337518316193,2.73364949629575,-4.5197482366385,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"288",1015,"Bailey-2016-11-17-10-34",5.17,-1.52256471520022,2.31820331197273,-3.52961456546997,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"289",1016,"Bailey-2016-11-17-12-11",5.21,-1.50761494743317,2.27290282972392,-3.42666228015492,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"290",1017,"Bailey-2016-11-19-13-31",10.32,0.402217884807777,0.161779226859243,0.0650704984331621,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"291",1018,"Bailey-2016-11-19-14-12",8.58,-0.248097013059003,0.061552127888799,-0.0152708990766368,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"292",1019,"Bailey-2016-11-19-14-33",8.09,-0.431231668205395,0.185960751663208,-0.0801921651604543,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"293",1020,"Bailey-2016-11-19-14-56",5.24,-1.49640262160788,2.23922080595493,-3.35077588438987,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"294",1021,"Bailey-2016-11-19-15-44",5.96,-1.22730680180094,1.50628198574684,-1.84867012653732,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"295",1024,"Bailey-2016-11-20-13-42",8.22,-0.382644922962474,0.146417137068958,-0.0560257741341374,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"296",1026,"Bailey-2016-11-20-14-35",7.7,-0.576991903934156,0.332919657205562,-0.192091946868144,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"297",1027,"Bailey-2016-11-20-14-56",5.72,-1.31700540840325,1.73450324576341,-2.28435015556341,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"298",1029,"Bailey-2016-11-22-09-58",5.48,-1.40670401500556,1.97881618583278,-2.78360867356897,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"299",1032,"Bailey-2016-11-22-11-40",6.16,-1.15255796296567,1.32838985799558,-1.53104630875565,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"300",1033,"Bailey-2016-11-22-11-59",5.97,-1.22356935985917,1.49712197838619,-1.83183258072508,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"301",1034,"Bailey-2016-11-22-12-13",6.1,-1.17498261461625,1.38058414465045,-1.62216236797912,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"302",1036,"Bailey-2016-11-27-14-38",10.92,0.626464401313564,0.392457646113162,0.245860744313212,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"303",1039,"Bailey-2016-11-27-15-46",7.75,-0.55830469422534,0.311704131594051,-0.174025879878392,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"304",1043,"Bailey-2016-12-03-14-54",6.71,-0.946998656168703,0.89680645478533,-0.849274507525126,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"305",1045,"Bailey-2016-12-04-13-32",6.71,-0.946998656168703,0.89680645478533,-0.849274507525126,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"306",1050,"Bailey-2016-12-10-14-09",10.1,0.319994162088989,0.102396263771034,0.0327662066264552,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"307",1067,"Bailey-2016-11-13-14-47",7.96,-0.479818413448315,0.230225709884058,-0.110466534851581,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"308",1068,"Bailey-2016-11-19-15-20",9.16,-0.0313253804367427,0.000981279459506662,-3.07389523838074e-05,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"309",1105,"Bailey-2017-01-21-15-25",8.59,-0.24435957111724,0.0597115999966013,-0.0145911009658937,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"310",1107,"Bailey-2017-01-22-13-57",6.53,-1.01427261112044,1.02874892966907,-1.04343186308281,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"311",1108,"Bailey-2017-01-22-14-25",7.9,-0.502243065098894,0.252248096439932,-0.126689857121353,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"312",1110,"Bailey-2017-01-22-15-14",6.78,-0.920836562576361,0.847939974977449,-0.78081413182932,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"313",1120,"Bailey-2017-01-20-11-49",6.4,-1.06285935636336,1.12967001140913,-1.2006803412293,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"314",1125,"Bailey-2017-01-29-15-29",6.94,-0.861037491508152,0.74138556178265,-0.638360764357695,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"315",2610,"Sheina-01-01-03",7,-0.838612839857573,0.703271495173984,-0.589772505758736,0,8,"hadza",0,0,0,0,0,0,0,1,0
"316",2710,"Sheina-01-01-04",7,-0.838612839857573,0.703271495173984,-0.589772505758736,1,8,"hadza",0,0,0,0,0,0,0,1,0
"317",2910,"Sheina-01-01-48",7,-0.838612839857573,0.703271495173984,-0.589772505758736,0,8,"hadza",0,0,0,0,0,0,0,1,1
"318",3010,"Sheina-01-01-50",7,-0.838612839857573,0.703271495173984,-0.589772505758736,0,8,"hadza",0,0,0,0,0,0,0,1,0
"319",3110,"Sheina-01-01-02",8,-0.464868645681263,0.216102857737531,-0.100459442804297,0,8,"hadza",0,0,0,0,0,0,0,1,0
"320",3210,"Sheina-01-01-06",8,-0.464868645681263,0.216102857737531,-0.100459442804297,1,8,"hadza",0,0,0,0,0,0,0,1,0
"321",3310,"Sheina-01-01-07",8,-0.464868645681263,0.216102857737531,-0.100459442804297,0,8,"hadza",0,0,0,0,0,0,0,1,1
"322",3510,"Sheina-01-01-43",9,-0.0911244515049524,0.00830366566207842,-0.000756666978937404,0,8,"hadza",0,0,0,0,0,0,0,1,0
"323",3610,"Sheina-01-01-21",10,0.282619742671358,0.0798739189476246,0.0225739464191306,0,8,"hadza",0,0,0,0,0,0,0,1,0
"324",3710,"Sheina-01-01-49",10,0.282619742671358,0.0798739189476246,0.0225739464191306,0,8,"hadza",0,0,0,0,0,0,0,1,0
"325",3810,"Sheina-01-01-22",11,0.656363936847668,0.43081361759417,0.282770522091695,0,8,"hadza",0,0,0,0,0,0,0,1,1
"326",3910,"Sheina-01-01-38",11,0.656363936847668,0.43081361759417,0.282770522091695,1,8,"hadza",0,0,0,0,0,0,0,1,0
"327",4010,"Sheina-01-01-46",11,0.656363936847668,0.43081361759417,0.282770522091695,0,8,"hadza",0,0,0,0,0,0,0,1,0
"328",4110,"Sheina-01-01-01",12,1.03010813102398,1.06112276160171,1.09307118474055,0,8,"hadza",0,0,0,0,0,0,0,1,0
"329",4210,"Sheina-01-01-39",12,1.03010813102398,1.06112276160171,1.09307118474055,1,8,"hadza",0,0,0,0,0,0,0,1,0
"330",4310,"Sheina-01-01-42",12,1.03010813102398,1.06112276160171,1.09307118474055,1,8,"hadza",0,0,0,0,0,0,0,1,1
"331",4410,"Sheina-01-01-20",13,1.40385232520029,1.97080135097026,2.76671405906747,0,8,"hadza",0,0,0,0,0,0,0,1,0
"332",4510,"Sheina-01-01-40",13,1.40385232520029,1.97080135097026,2.76671405906747,1,8,"hadza",0,0,0,0,0,0,0,1,0
"333",4610,"Sheina-01-01-44",13,1.40385232520029,1.97080135097026,2.76671405906747,0,8,"hadza",0,0,0,0,0,0,0,1,0
"334",4710,"Sheina-01-01-51",13,1.40385232520029,1.97080135097026,2.76671405906747,1,8,"hadza",0,0,0,0,0,0,0,1,0
"335",4810,"Sheina-01-01-05",14,1.7775965193766,3.1598493856998,5.61693726977425,1,8,"hadza",0,0,0,0,0,0,0,1,1
"336",4910,"Sheina-01-01-10",14,1.7775965193766,3.1598493856998,5.61693726977425,0,8,"hadza",0,0,0,0,0,0,0,1,1
"337",5010,"Sheina-01-01-12",14,1.7775965193766,3.1598493856998,5.61693726977425,0,8,"hadza",0,0,0,0,0,0,0,1,1
"338",5110,"Sheina-01-01-13",14,1.7775965193766,3.1598493856998,5.61693726977425,0,8,"hadza",0,0,0,0,0,0,0,1,0
"339",5210,"Sheina-01-01-47",14,1.7775965193766,3.1598493856998,5.61693726977425,1,8,"hadza",0,0,0,0,0,0,0,1,0
"340",5310,"Sheina-01-01-52",14,1.7775965193766,3.1598493856998,5.61693726977425,0,8,"hadza",0,0,0,0,0,0,0,1,1
"341",5410,"Sheina-01-01-16",15,2.15134071355291,4.62826686579034,9.95697894156269,0,8,"hadza",0,0,0,0,0,0,0,1,0
"342",5610,"Sheina-01-01-09",16,2.52508490772922,6.37605379124189,16.1000771991346,1,8,"hadza",0,0,0,0,0,0,0,1,0
"343",5710,"Sheina-01-01-15",16,2.52508490772922,6.37605379124189,16.1000771991346,0,8,"hadza",0,0,0,0,0,0,0,1,0
