"","X","SUBJECT_ID","AGE_in_years","CONDITION_1_1yes","CONDITION_2_1yes","CONDITION_3_1yes","age_c","age_2c","age_3c","GENDER_1female","fieldid","FIELDSITE","berlin","laplata","phoenix","pune","shuar","wiichi","tanna","hadza","T1_choice_1yes"
"181",927,"Iris-2017-05-11-15-55",6.97,0,0,1,-0.707833809840962,0.501028702353971,-0.354645055226885,1,1,"berlin",1,0,0,0,0,0,0,0,0
"182",930,"Iris-2017-05-18-12-48",7.35,0,0,1,-0.558198861238143,0.31158596868756,-0.17392693289918,0,1,"berlin",1,0,0,0,0,0,0,0,0
"183",933,"Iris-2017-05-22-12-49",8.34,0,0,1,-0.168360442509746,0.0283452386020774,-0.00477221691409007,0,1,"berlin",1,0,0,0,0,0,0,0,0
"184",938,"Iris-2017-05-22-15-36",8.42,0,0,1,-0.136858348067047,0.0187302074356409,-0.00256338524859494,1,1,"berlin",1,0,0,0,0,0,0,0,0
"185",944,"Suheyla-2017-05-10-13-14",7.8,0,0,1,-0.380999579997962,0.145160679958624,-0.0553061580964543,0,1,"berlin",1,0,0,0,0,0,0,0,0
"186",952,"Suheyla-2017-05-09-13-00",9.96,0,0,1,0.469556969954905,0.220483748033232,0.103529680650785,0,1,"berlin",1,0,0,0,0,0,0,0,0
"187",954,"Suheyla-2017-05-08-14-20",7.65,0,0,1,-0.440066007078022,0.193658090585594,-0.0852223426623563,1,1,"berlin",1,0,0,0,0,0,0,0,1
"188",956,"Suheyla-2017-05-08-15-29",8.34,0,0,1,-0.168360442509746,0.0283452386020774,-0.00477221691409007,1,1,"berlin",1,0,0,0,0,0,0,0,0
"189",961,"Suheyla-2017-05-23-13-19",9.49,0,0,1,0.284482165104049,0.0809301022622877,0.0230231707136677,1,1,"berlin",1,0,0,0,0,0,0,0,1
"190",965,"Suheyla-2017-05-16-12-26",8.11,0,0,1,-0.258928964032505,0.0670442084149461,-0.0173596874292613,0,1,"berlin",1,0,0,0,0,0,0,0,0
"191",966,"Suheyla-2017-05-16-11-59",8.08,0,0,1,-0.270742249448517,0.0733013656364428,-0.0198457766200587,1,1,"berlin",1,0,0,0,0,0,0,0,1
"192",999,"Bailey-2016-11-10-09-59",4.02,0,0,1,-1.86947354241548,3.49493132579148,-6.53368164612623,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"193",1000,"Bailey-2016-11-10-11-01",7.27,0,0,1,-0.589700955680842,0.347747217130898,-0.205066866277444,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"194",1001,"Bailey-2016-11-10-11-25",4.61,0,0,1,-1.63714559590058,2.68024570217665,-4.38795244724995,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"195",1002,"Bailey-2016-11-12-13-16",6.39,0,0,1,-0.936223994550528,0.876515367972148,-0.820614719087811,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"196",1003,"Bailey-2016-11-12-13-44",4.48,0,0,1,-1.68833649936996,2.85048013510482,-4.81256965282648,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"197",1005,"Bailey-2016-11-12-15-29",9.3,0,0,1,0.20966469080264,0.0439592825693667,0.00921670938781214,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"198",1006,"Bailey-2016-11-12-15-46",8.15,0,0,1,-0.243177916811155,0.059135499224613,-0.0143804475110291,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"199",1007,"Bailey-2016-11-13-13-24",9,0,0,1,0.0915318366425193,0.00837807711915285,0.000766860786248728,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"200",1008,"Bailey-2016-11-13-13-59",8.58,0,0,1,-0.0738541591816492,0.00545443682842838,-0.000402832845772999,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"201",1009,"Bailey-2016-11-13-14-23",11.13,0,0,1,0.930275101179375,0.865411763874296,0.805071016199981,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"202",1010,"Bailey-2016-11-13-15-14",6.3,0,0,1,-0.971663850798564,0.944130638948695,-0.917377612297798,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"203",1011,"Bailey-2016-11-13-15-44",5.73,0,0,1,-1.19611627370279,1.43069414021665,-1.71127654380437,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"204",1012,"Bailey-2016-11-15-10-55",4.12,0,0,1,-1.83009592436211,3.34925109236679,-6.1294507738058,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"205",1013,"Bailey-2016-11-15-11-39",8.62,0,0,1,-0.0581031119603001,0.00337597161947117,-0.000196154456980929,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"206",1014,"Bailey-2016-11-17-09-36",4.82,0,0,1,-1.55445259798849,2.41632287939317,-3.75605937745175,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"207",1015,"Bailey-2016-11-17-10-34",5.17,0,0,1,-1.41663093480168,2.00684320543709,-2.84295616611876,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"208",1016,"Bailey-2016-11-17-12-11",5.21,0,0,1,-1.40087988758034,1.96246445942709,-2.74917699130263,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"209",1017,"Bailey-2016-11-19-13-31",10.32,0,0,1,0.611316394947049,0.373707734731057,0.228453665159618,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"210",1018,"Bailey-2016-11-19-14-12",8.58,0,0,1,-0.0738541591816492,0.00545443682842838,-0.000402832845772999,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"211",1019,"Bailey-2016-11-19-14-33",8.09,0,0,1,-0.266804487643179,0.0711846346265394,-0.0189923799696008,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"212",1020,"Bailey-2016-11-19-14-56",5.24,0,0,1,-1.38906660216432,1.92950602524834,-2.6802123783473,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"213",1021,"Bailey-2016-11-19-15-44",5.96,0,0,1,-1.10554775218003,1.22223583235033,-1.3512400770888,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"214",1024,"Bailey-2016-11-20-13-42",8.22,0,0,1,-0.215613584173793,0.0464892176802695,-0.0100237068494786,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"215",1026,"Bailey-2016-11-20-14-35",7.7,0,0,1,-0.420377198051336,0.176716988641492,-0.0742877925331801,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"216",1027,"Bailey-2016-11-20-14-56",5.72,0,0,1,-1.20005403550813,1.44012968813935,-1.72823344390669,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"217",1029,"Bailey-2016-11-22-09-58",5.48,0,0,1,-1.29456031883623,1.67588641910535,-2.16953605705033,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"218",1032,"Bailey-2016-11-22-11-40",6.16,0,0,1,-1.02679251607329,1.05430287106411,-1.08255029768321,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"219",1033,"Bailey-2016-11-22-11-59",5.97,0,0,1,-1.1016099903747,1.21354457089334,-1.33685282306108,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"220",1034,"Bailey-2016-11-22-12-13",6.1,0,0,1,-1.05041908690531,1.10338025813499,-1.1590116832595,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"221",1036,"Bailey-2016-11-27-14-38",10.92,0,0,1,0.84758210326729,0.718395421779003,0.608899102569039,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"222",1039,"Bailey-2016-11-27-15-46",7.75,0,0,1,-0.400688389024649,0.160551185099168,-0.0643309957133841,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"223",1043,"Bailey-2016-12-03-14-54",6.71,0,0,1,-0.810215616779733,0.656449345673763,-0.531865511489721,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"224",1045,"Bailey-2016-12-04-13-32",6.71,0,0,1,-0.810215616779733,0.656449345673763,-0.531865511489721,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"225",1050,"Bailey-2016-12-10-14-09",10.1,0,0,1,0.524685635229627,0.275295015816318,0.144443340249135,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"226",1067,"Bailey-2016-11-13-14-47",7.96,0,0,1,-0.317995391112565,0.101121068768833,-0.0321560338128656,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"227",1068,"Bailey-2016-11-19-15-20",9.16,0,0,1,0.154536025527917,0.023881383185965,0.00369053404166825,1,3,"phoenix",0,0,1,0,0,0,0,0,1
"228",1105,"Bailey-2017-01-21-15-25",8.59,0,0,1,-0.0699163973763119,0.00488830262208236,-0.000341772508621178,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"229",1107,"Bailey-2017-01-22-13-57",6.53,0,0,1,-0.881095329275805,0.77632897927164,-0.684019837617695,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"230",1108,"Bailey-2017-01-22-14-25",7.9,0,0,1,-0.341621961944589,0.11670556488287,-0.0398691840451375,0,3,"phoenix",0,0,1,0,0,0,0,0,0
"231",1110,"Bailey-2017-01-22-15-14",6.78,0,0,1,-0.782651284142372,0.612543032569703,-0.479407591033141,0,3,"phoenix",0,0,1,0,0,0,0,0,1
"232",1120,"Bailey-2017-01-20-11-49",6.4,0,0,1,-0.932286232745191,0.86915761976622,-0.810303682993626,1,3,"phoenix",0,0,1,0,0,0,0,0,0
"233",1125,"Bailey-2017-01-29-15-29",6.94,0,0,1,-0.719647095256974,0.5178919417118,-0.372699431509891,0,3,"phoenix",0,0,1,0,0,0,0,0,0
